,RGZ20k - RGZ,RGZ20k - FIRST,RGZ20k - MB,ImageNet - RGZ20k,ImageNet - RGZ,ImageNet - FIRST,ImageNet - MB
MMD,0.8749276995658875,0.02757406234741211,0.4827280640602112,,,,
FID,18.783512115478516,1.9006733054993674e-05,0.003109809709712863,,,,
MMD,,,,1.592114806175232,0.6742802262306213,1.6141761541366577,1.5800095796585083
FID,,,,43.54784393310547,8.474990844726562,43.579673767089844,42.95328140258789
