,RGZ20k - RGZ,RGZ20k - FIRST,RGZ20k - MB,ImageNet - RGZ20k,ImageNet - RGZ,ImageNet - FIRST,ImageNet - MB
MMD,0.7939462661743164,0.02108609676361084,0.12843072414398193,,,,
FID,74.31822204589844,0.25256848335266113,1.288573980331421,,,,
MMD,,,,0.799825131893158,0.33365756273269653,0.7733359932899475,0.7638568878173828
FID,,,,85.85589599609375,35.089752197265625,87.98863220214844,79.12564086914062
